Id,SalePrice
1461,110438.09
1462,154813.79
1463,167744.63
1464,186032.57
1465,194202.05
1466,177211.81
1467,183017.75
1468,168943.76
1469,209525.64
1470,115884.02
1471,211074.74
1472,92271.8
1473,80942.86
1474,154655.84
1475,119760.56
1476,342527.69
1477,229206.96
1478,306339.6
1479,306350.2
1480,395817.63
1481,287367.37
1482,208153.53
1483,177402.6
1484,171479.44
1485,208833.44
1486,218458.51
1487,318751.68
1488,237191.13
1489,196437.59
1490,247488.89
1491,217445.11
1492,97345.65
1493,209496.65
1494,282686.7
1495,274168.22
1496,254724.07
1497,186254.99
1498,177597.9
1499,178995.24
1500,164245.43
1501,175053.13
1502,157912.19
1503,288858.89
1504,253341.94
1505,230131.07
1506,197068.49
1507,249591.6
1508,200813.5
1509,163141.14
1510,139262.31
1511,155416.29
1512,174317.01
1513,155362.93
1514,141833.75
1515,198020.05
1516,153191.85
1517,161024.07
1518,128877.85
1519,212478.76
1520,131420.32
1521,120090.76
1522,180562.4
1523,103424.39
1524,135894.28
1525,96023.57
1526,79445.72
1527,99016.29
1528,150606.95
1529,132909.85
1530,201686.61
1531,123319.23
1532,98718.19
1533,166119.42
1534,154452.86
1535,157768.92
1536,105099.76
1537,53109.6
1538,166986.57
1539,234001.6
1540,115286.75
1541,147590.69
1542,130697.33
1543,189782.3
1544,89867.62
1545,117552.91
1546,141419.84
1547,137450.63
1548,137040.89
1549,103450.16
1550,139953.59
1551,141228.78
1552,136570.69
1553,152379.66
1554,115858.7
1555,153148.93
1556,111290.99
1557,90450.19
1558,125802.65
1559,92884.87
1560,137495.98
1561,138847.16
1562,142940.39
1563,124726.41
1564,164467.58
1565,132443.33
1566,246187.32
1567,91382.15
1568,238108.47
1569,117329.85
1570,148910.17
1571,84537.94
1572,141670.45
1573,237001.1
1574,123771.56
1575,240725.29
1576,248362.63
1577,186518.34
1578,159975.69
1579,117884.18
1580,191521.52
1581,167840.92
1582,133723.5
1583,281753.6
1584,228096.57
1585,150027.54
1586,38618.64
1587,118237.42
1588,155000.54
1589,115297.17
1590,146305.3
1591,68653.42
1592,131851.32
1593,143281.76
1594,130214.82
1595,111919.93
1596,212057.44
1597,163105.67
1598,204289.17
1599,204032.19
1600,199488.19
1601,28420.37
1602,115720.12
1603,101512.31
1604,276944.89
1605,252179.01
1606,165500.9
1607,170015.73
1608,224358.87
1609,191505.27
1610,153090.6
1611,132394.73
1612,189715.78
1613,160678.97
1614,142389.13
1615,75847.11
1616,57471.78
1617,77703.12
1618,111574.35
1619,159623.93
1620,166548.32
1621,142330.78
1622,161391.57
1623,266205.16
1624,225077.38
1625,122079.58
1626,175162.47
1627,177451.07
1628,282944.03
1629,181288.94
1630,323109.94
1631,207219.11
1632,228119.11
1633,186040.46
1634,191633.07
1635,192057.66
1636,165272.95
1637,196473.35
1638,220216.07
1639,173706.05
1640,267810.95
1641,175845.44
1642,274122.47
1643,233219.82
1644,243997.76
1645,237094.34
1646,161274.84
1647,161764.01
1648,127756.04
1649,139754.15
1650,112043.83
1651,111850.73
1652,100025.54
1653,101949.26
1654,154450.76
1655,156731.45
1656,147937.67
1657,154541.4
1658,158528.92
1659,117439.12
1660,147824.29
1661,382730.68
1662,358209.99
1663,364362.9
1664,420935.91
1665,318095.44
1666,293526.14
1667,359377.79
1668,345457.43
1669,312950.65
1670,345060.25
1671,247451.66
1672,366146.0
1673,275029.85
1674,245869.56
1675,193451.12
1676,200247.74
1677,197512.71
1678,410915.2
1679,339195.12
1680,324820.5
1681,280179.56
1682,287512.9
1683,179908.95
1684,193000.06
1685,203625.75
1686,182857.84
1687,198895.69
1688,210540.98
1689,218204.17
1690,215330.31
1691,203253.44
1692,290434.32
1693,193936.32
1694,185377.58
1695,168790.47
1696,272442.12
1697,164700.95
1698,298957.68
1699,301049.88
1700,240475.25
1701,268144.77
1702,243956.06
1703,244236.98
1704,270365.5
1705,268970.64
1706,388967.69
1707,224753.34
1708,211676.77
1709,262968.22
1710,225028.18
1711,281390.89
1712,251932.59
1713,272528.02
1714,230993.83
1715,224432.27
1716,191183.82
1717,192461.82
1718,143238.77
1719,220691.73
1720,247251.96
1721,190376.52
1722,130309.83
1723,167082.98
1724,214129.78
1725,252288.19
1726,205364.58
1727,160787.36
1728,211895.24
1729,167661.7
1730,164119.4
1731,141546.56
1732,129642.17
1733,106033.06
1734,113846.26
1735,147810.06
1736,103841.42
1737,282703.82
1738,232357.57
1739,266200.22
1740,187526.96
1741,177606.03
1742,182919.96
1743,199250.81
1744,323145.07
1745,220509.19
1746,244152.16
1747,224336.17
1748,235622.29
1749,162225.82
1750,146634.92
1751,264372.34
1752,106796.66
1753,151921.74
1754,199971.11
1755,173961.38
1756,140578.67
1757,113967.95
1758,152835.95
1759,161889.12
1760,164533.73
1761,144167.55
1762,182864.22
1763,190095.34
1764,107275.68
1765,180125.98
1766,190249.63
1767,224804.37
1768,139275.6
1769,174249.46
1770,172504.77
1771,110037.82
1772,143641.91
1773,115017.34
1774,137615.23
1775,149816.92
1776,145841.74
1777,122496.83
1778,152183.04
1779,110390.43
1780,190141.78
1781,119773.5
1782,64178.33
1783,143804.17
1784,116191.43
1785,136695.14
1786,154314.54
1787,192544.69
1788,79153.17
1789,105695.14
1790,41377.77
1791,203953.33
1792,153261.93
1793,136580.86
1794,176808.02
1795,131616.85
1796,151351.69
1797,144199.33
1798,115240.01
1799,102921.81
1800,133955.98
1801,117161.06
1802,153193.18
1803,159683.17
1804,151637.1
1805,151576.46
1806,126986.42
1807,154444.55
1808,127903.47
1809,111214.0
1810,149047.66
1811,133313.99
1812,115443.6
1813,126248.98
1814,109412.64
1815,27817.35
1816,123632.59
1817,143902.11
1818,201804.13
1819,156469.24
1820,59917.15
1821,139198.24
1822,158165.73
1823,66519.71
1824,144571.08
1825,137607.47
1826,90878.7
1827,87923.52
1828,124891.46
1829,151577.89
1830,140710.31
1831,143666.86
1832,75511.12
1833,148170.83
1834,135263.22
1835,93965.24
1836,133662.96
1837,69563.12
1838,87586.53
1839,138395.3
1840,133788.08
1841,131438.1
1842,96797.44
1843,121903.34
1844,152839.75
1845,139199.12
1846,148796.37
1847,155098.27
1848,18385.3
1849,105140.82
1850,122240.61
1851,163908.07
1852,141774.93
1853,134502.47
1854,189959.5
1855,173772.91
1856,225334.03
1857,130813.06
1858,163141.74
1859,110638.93
1860,172253.34
1861,109433.47
1862,321286.93
